,Lat,Lon,Base,Hour,KMEANS5_labels,AGGC_label,Day,KMEANS_label,DBSCAN_label
3391,40.7229,-73.9797,2,11,2,0,4,1,0
3392,40.7568,-73.9984,2,3,7,2,2,4,0
3393,40.7405,-73.9725,2,22,7,2,5,1,0
3394,40.663,-73.993,3,6,0,0,3,0,0
3395,40.7332,-73.9965,2,7,2,0,4,1,0
3396,40.7208,-74.0052,0,21,2,0,5,3,0
3397,40.6835,-73.9953,1,19,0,0,1,0,0
3398,40.7463,-73.9913,1,21,7,2,4,4,0
3400,40.6982,-73.9194,3,3,0,0,5,5,0
3401,40.6758,-73.999,2,17,0,0,0,0,0
3402,40.7253,-73.9969,1,7,2,0,2,1,0
3403,40.7197,-73.9985,2,9,2,0,2,3,0
3404,40.7649,-73.9609,2,14,1,2,5,2,0
3406,40.7288,-73.9994,1,20,2,0,0,1,0
3407,40.7181,-73.9566,1,17,0,0,2,5,0
3408,40.7564,-73.9976,2,21,7,2,3,4,0
3409,40.7278,-73.9958,1,18,2,0,5,1,0
3410,40.7685,-73.9537,1,8,1,2,3,2,0
3411,40.7489,-73.9778,1,19,7,2,4,7,0
3412,40.7345,-73.9881,2,6,2,0,3,1,0
3413,40.7222,-74.0034,2,0,2,0,3,3,0
3414,40.7439,-74.0032,2,22,2,0,1,4,0
3415,40.7181,-73.9884,1,1,2,0,5,1,0
3416,40.7079,-74.006,1,22,2,0,2,3,0
3417,40.7911,-73.9743,3,19,1,2,2,6,0
3418,40.7423,-73.9836,2,23,7,2,2,4,0
3419,40.6848,-73.917,1,11,0,0,3,5,0
3420,40.7726,-73.9811,3,20,7,2,1,7,0
3421,40.713,-73.9926,1,13,2,0,0,3,0
3422,40.7406,-73.9795,1,6,7,2,0,1,0
3423,40.7657,-73.9698,1,13,7,2,1,7,0
3424,40.7643,-73.9783,3,16,7,2,3,7,0
3425,40.6896,-73.9735,1,14,0,0,6,0,0
3426,40.7041,-74.0092,3,11,2,0,3,3,0
3427,40.7852,-73.9823,1,21,1,2,1,6,0
3428,40.7208,-74.0019,2,18,2,0,0,3,0
3429,40.7248,-73.992,3,7,2,0,2,1,0
3430,40.7382,-74.0096,2,19,2,0,2,4,0
3431,40.7671,-73.9839,3,8,7,2,0,7,0
3432,40.7185,-73.9615,3,1,0,0,6,5,0
3433,40.7235,-73.9967,1,12,2,0,4,1,0
3434,40.7227,-73.996,1,9,2,0,0,1,0
3435,40.7264,-73.9398,3,11,0,0,0,5,0
3436,40.6659,-73.9796,2,17,0,0,5,0,0
3437,40.679,-73.9871,2,11,0,0,0,0,0
3439,40.7574,-73.9717,1,12,7,2,3,7,0
3440,40.7359,-74.0065,3,0,2,0,4,4,0
3441,40.7413,-73.9889,1,21,7,2,4,4,0
3442,40.7349,-73.9986,1,22,2,0,3,4,0
3443,40.7466,-73.9179,3,20,1,2,1,2,0
3444,40.762,-73.9784,3,12,7,2,0,7,0
3445,40.7665,-73.9782,3,7,7,2,3,7,0
3446,40.6859,-73.9943,2,12,0,0,6,0,0
3447,40.762,-73.973,1,16,7,2,2,7,0
3448,40.7313,-73.9755,3,18,2,0,4,1,0
3449,40.7319,-73.9921,2,8,2,0,3,1,0
3450,40.7798,-73.9808,3,15,7,2,3,7,0
3451,40.7713,-73.9566,1,12,1,2,2,2,0
3452,40.7244,-73.9911,2,23,2,0,2,1,0
3453,40.7708,-73.9661,2,9,1,2,0,2,0
3454,40.7362,-74.0038,3,15,2,0,2,4,0
3456,40.7108,-73.9647,2,20,0,0,5,5,0
3457,40.7493,-73.938,3,11,1,2,4,2,0
3459,40.779,-73.9825,0,11,7,2,2,7,0
3460,40.704,-74.0125,3,19,2,0,6,3,0
3461,40.7237,-74.0108,0,11,2,0,6,3,0
3462,40.6974,-73.9927,1,19,0,0,4,0,0
3463,40.7575,-73.9972,1,16,7,2,0,4,0
3464,40.7637,-73.9962,2,14,7,2,2,4,0
3465,40.7188,-73.9887,1,19,2,0,4,1,0
3468,40.7454,-73.9911,0,13,7,2,3,4,0
3469,40.7487,-73.991,2,21,7,2,4,4,0
3470,40.7629,-73.9719,2,16,7,2,3,7,0
3471,40.74,-73.9929,2,21,2,2,5,4,0
3472,40.6544,-74.0045,3,17,0,0,3,0,0
3473,40.7236,-73.9882,3,2,2,0,6,1,0
3474,40.7287,-73.9857,1,4,2,0,1,1,0
3475,40.7656,-73.9782,1,20,7,2,4,7,0
3476,40.7341,-73.995,3,22,2,0,4,1,0
3477,40.7458,-73.9881,2,17,7,2,6,4,0
3478,40.7547,-73.9686,3,15,7,2,4,7,0
3479,40.7668,-73.9647,4,10,1,2,5,2,0
3480,40.7861,-73.9426,1,17,1,2,5,2,0
3481,40.742,-73.9949,1,7,2,2,1,4,0
3482,40.7306,-74.0069,2,17,2,0,3,3,0
3483,40.7613,-73.9731,1,13,7,2,2,7,0
3484,40.7475,-73.9864,3,19,7,2,4,4,0
3485,40.7234,-74.0029,1,22,2,0,3,3,0
3486,40.7141,-73.9512,1,19,0,0,2,5,0
3489,40.7381,-74.0084,1,6,2,0,4,4,0
3490,40.7367,-73.9976,1,21,2,0,4,4,0
3491,40.7756,-73.9785,3,5,7,2,1,7,0
3492,40.7162,-73.9492,1,22,0,0,1,5,0
3493,40.7279,-74.0031,1,20,2,0,0,3,0
3494,40.734,-73.9994,2,21,2,0,1,1,0
3495,40.7164,-73.999,3,9,2,0,3,3,0
3496,40.7308,-73.9594,2,16,7,0,3,5,0
3497,40.7628,-73.9786,1,7,7,2,6,7,0
3498,40.7403,-74.0059,1,21,2,0,1,4,0
3499,40.7154,-73.966,2,22,0,0,2,5,0
3500,40.7496,-73.9837,1,19,7,2,1,7,0
3501,40.7638,-73.9814,0,11,7,2,4,7,0
3502,40.7219,-74.0027,1,13,2,0,3,3,0
3503,40.7608,-73.9961,3,14,7,2,6,4,0
3504,40.7437,-73.9727,1,20,7,2,3,7,0
3505,40.742,-74.006,3,22,2,0,5,4,0
3506,40.7652,-73.983,3,8,7,2,0,7,0
3507,40.7591,-73.9727,1,3,7,2,1,7,0
3508,40.7603,-73.9758,3,16,7,2,2,7,0
3509,40.7381,-74.0097,2,3,2,0,6,4,0
3510,40.7414,-74.0086,1,17,2,0,4,4,0
3511,40.7375,-74.0089,2,9,2,0,0,4,0
3512,40.7312,-73.9755,2,14,2,0,6,1,0
3513,40.7646,-73.9774,3,21,7,2,3,7,0
3514,40.7512,-73.9971,1,15,7,2,4,4,0
3516,40.6914,-73.9596,1,17,0,0,6,5,0
3517,40.7801,-73.9501,1,12,1,2,6,2,0
3518,40.7161,-73.995,1,21,2,0,4,3,0
3519,40.7245,-73.9876,1,2,2,0,6,1,0
3520,40.7772,-73.9864,2,6,7,2,3,7,0
3521,40.7302,-73.9897,2,22,2,0,6,1,0
3523,40.7642,-73.9789,1,4,7,2,4,7,0
3524,40.7673,-73.9608,0,16,1,2,1,2,0
3525,40.7646,-73.982,3,12,7,2,6,7,0
3527,40.7862,-73.951,3,19,1,2,4,2,0
3528,40.7752,-73.965,2,22,1,2,4,2,0
3529,40.735,-73.9831,2,11,2,0,2,1,0
3530,40.7684,-73.9655,3,15,1,2,2,2,0
3531,40.7458,-73.9911,2,9,7,2,2,4,0
3532,40.7388,-73.9976,1,21,2,0,5,4,0
3534,40.7171,-74.0046,1,13,2,0,5,3,0
3536,40.8029,-73.9338,3,22,1,2,4,6,0
3537,40.7557,-73.9757,2,19,7,2,0,7,0
3538,40.7525,-73.9795,3,21,7,2,1,7,0
3539,40.7592,-73.9944,2,7,7,2,0,4,0
3540,40.7783,-73.9527,1,14,1,2,2,2,0
3541,40.6461,-73.9615,1,3,0,0,2,0,0
3542,40.8082,-73.9584,3,19,1,2,5,6,0
3543,40.8258,-73.9447,3,4,1,2,5,6,0
3544,40.7433,-73.9936,3,7,2,2,3,4,0
3545,40.7641,-73.9668,1,11,7,2,2,7,0
3546,40.7414,-73.9934,3,1,2,2,6,4,0
3547,40.8379,-73.9462,1,16,1,2,6,6,0
3548,40.7231,-73.9893,3,21,2,0,5,1,0
3549,40.7635,-73.9754,2,19,7,2,2,7,0
3550,40.7388,-74.0055,1,7,2,0,4,4,0
3551,40.7352,-73.9551,3,12,7,0,1,5,0
3552,40.763,-73.9856,3,18,7,2,4,7,0
3553,40.7611,-73.9795,3,21,7,2,4,7,0
3554,40.731,-73.9904,2,12,2,0,4,1,0
3555,40.7562,-73.9716,3,11,7,2,3,7,0
3556,40.7588,-73.9859,2,4,7,2,4,7,0
3557,40.7553,-73.9726,1,5,7,2,5,7,0
3558,40.7517,-73.9706,1,10,7,2,4,7,0
3559,40.7419,-73.9905,0,17,7,2,2,4,0
3560,40.688,-74.0012,1,22,0,0,4,0,0
3561,40.7872,-73.9717,3,14,1,2,3,6,0
3563,40.7175,-74.0106,3,23,2,0,1,3,0
3564,40.7516,-74.0078,2,23,2,0,4,4,0
3565,40.8044,-73.9511,3,3,1,2,5,6,0
3566,40.7067,-74.0052,1,14,2,0,3,3,0
3568,40.7683,-73.9853,0,20,7,2,2,7,0
3570,40.7195,-73.9995,1,19,2,0,1,3,0
3571,40.7375,-73.9838,2,17,7,2,6,1,0
3572,40.7664,-73.9684,2,21,7,2,1,7,0
3573,40.7368,-73.9933,2,16,2,2,2,1,0
3574,40.767,-73.9851,3,8,7,2,6,7,0
3575,40.7299,-73.9885,2,8,2,0,2,1,0
3576,40.7748,-73.9912,0,19,7,2,2,7,0
3577,40.7215,-73.9978,1,11,2,0,2,3,0
3578,40.7425,-74.0032,3,4,2,0,2,4,0
3579,40.6865,-73.9858,1,13,0,0,6,0,0
3580,40.7479,-74.008,3,13,2,0,2,4,0
3581,40.743,-74.0077,1,13,2,0,6,4,0
3582,40.732,-74.0034,3,21,2,0,4,3,0
3583,40.7416,-74.0013,1,0,2,0,0,4,0
3584,40.6981,-73.9725,3,15,0,0,3,0,0
3585,40.7507,-73.9945,1,20,7,2,3,4,0
3586,40.7448,-73.9952,2,17,7,2,6,4,0
3587,40.7549,-73.9777,1,21,7,2,3,7,0
3588,40.758,-73.9818,2,0,7,2,4,7,0
3589,40.7673,-73.9548,2,7,1,2,0,2,0
3590,40.7332,-73.9966,3,7,2,0,2,1,0
3591,40.7631,-73.9938,3,0,7,2,5,7,0
3592,40.7522,-73.9873,3,17,7,2,1,4,0
3593,40.7626,-73.9681,3,21,7,2,5,7,0
3594,40.7551,-73.9815,3,7,7,2,3,7,0
3595,40.7181,-73.9903,1,5,2,0,6,1,0
3596,40.7468,-73.985,1,7,7,2,2,4,0
3597,40.7487,-73.9931,2,21,7,2,3,4,0
3598,40.7642,-73.9737,1,19,7,2,3,7,0
3599,40.78,-73.961,0,16,1,2,4,2,0
3600,40.7216,-74.0,2,16,2,0,1,3,0
3601,40.7744,-73.982,1,9,7,2,0,7,0
3603,40.7219,-74.0042,1,11,2,0,6,3,0
3605,40.783,-73.9737,1,17,1,2,0,6,0
3606,40.768,-73.9665,3,16,1,2,3,2,0
3607,40.7725,-73.959,1,6,1,2,1,2,0
3608,40.7411,-74.0058,0,13,2,0,3,4,0
3609,40.721,-74.0028,3,17,2,0,1,3,0
3610,40.7661,-73.9098,3,7,6,2,3,2,0
3611,40.732,-74.0101,3,3,2,0,0,3,0
3612,40.7131,-73.9935,3,11,2,0,1,3,0
3613,40.7546,-73.966,3,19,7,2,4,7,0
3614,40.7214,-73.9808,1,16,2,0,0,1,0
3615,40.7264,-73.9892,1,23,2,0,4,1,0
3616,40.6981,-73.9928,2,12,0,0,6,0,0
3617,40.8044,-73.9493,3,9,1,2,4,6,0
3618,40.7602,-73.9742,2,19,7,2,2,7,0
3619,40.7646,-73.9799,3,10,7,2,2,7,0
3620,40.6664,-73.9968,1,12,0,0,4,0,0
3621,40.7514,-73.982,4,18,7,2,2,7,0
3622,40.7818,-73.9559,1,8,1,2,0,2,0
3624,40.7503,-73.9916,3,7,7,2,3,4,0
3625,40.7691,-73.981,3,18,7,2,2,7,0
3626,40.7554,-73.9731,1,16,7,2,2,7,0
3627,40.746,-73.9905,3,17,7,2,2,4,0
3628,40.7282,-73.9832,2,1,2,0,0,1,0
3629,40.7224,-73.9863,1,0,2,0,4,1,0
3630,40.7461,-73.9456,2,20,7,2,0,2,0
3631,40.7269,-73.9998,2,17,2,0,6,3,0
3632,40.7216,-74.0112,3,21,2,0,2,3,0
3633,40.7514,-73.9799,3,16,7,2,2,7,0
3634,40.7449,-74.0314,3,23,2,0,4,4,0
3635,40.743,-74.0042,3,23,2,0,3,4,0
3636,40.7367,-73.9879,3,20,2,2,3,1,0
3637,40.7407,-74.0017,3,20,2,0,2,4,0
3638,40.7027,-74.0132,2,17,2,0,0,3,0
3639,40.7255,-73.9966,3,16,2,0,0,1,0
3640,40.7676,-73.9817,1,21,7,2,4,7,0
3641,40.7192,-73.9869,1,8,2,0,1,1,0
3642,40.7309,-74.0009,3,23,2,0,0,1,0
3643,40.677,-73.97,2,6,0,0,3,0,0
3644,40.7623,-73.9685,0,16,7,2,0,7,0
3645,40.7209,-73.9936,3,9,2,0,1,1,0
3646,40.7388,-74.0088,1,19,2,0,5,4,0
3647,40.7357,-74.006,2,14,2,0,1,4,0
3648,40.7209,-73.9611,2,7,0,0,2,5,0
3649,40.7629,-73.9788,1,11,7,2,6,7,0
3650,40.7672,-73.9562,2,7,1,2,3,2,0
3651,40.7666,-73.9533,3,15,1,2,2,2,0
3652,40.6709,-73.9309,2,9,0,0,0,5,0
3653,40.721,-74.0052,3,21,2,0,1,3,0
3654,40.7457,-74.0053,1,11,2,0,3,4,0
3656,40.7138,-73.9636,1,9,0,0,5,5,0
3657,40.7604,-73.9656,4,20,7,2,2,7,0
3658,40.764,-73.9584,2,19,1,2,5,2,0
3659,40.7244,-73.9911,1,9,2,0,3,1,0
3660,40.7612,-73.9968,3,7,7,2,3,4,0
3661,40.7555,-73.9873,2,12,7,2,0,7,0
3662,40.7346,-73.9883,2,1,2,0,5,1,0
3663,40.78,-73.9589,1,17,1,2,0,2,0
3664,40.7458,-73.9918,1,14,7,2,5,4,0
3665,40.7144,-74.0006,3,12,2,0,4,3,0
3666,40.7421,-73.9849,1,19,7,2,6,4,0
3667,40.7515,-73.9802,3,21,7,2,1,7,0
3668,40.7267,-73.9964,1,14,2,0,2,1,0
3670,40.7325,-73.995,2,8,2,0,0,1,0
3671,40.7488,-73.9924,1,21,7,2,2,4,0
3672,40.7208,-73.9974,2,10,2,0,4,3,0
3673,40.7339,-74.0018,1,14,2,0,4,4,0
3674,40.6761,-73.9595,1,8,0,0,6,0,0
3675,40.7611,-73.971,3,16,7,2,4,7,0
3676,40.7167,-73.9522,1,23,0,0,6,5,0
3677,40.7487,-74.0034,3,14,2,0,4,4,0
3678,40.7545,-73.995,2,16,7,2,6,4,0
3679,40.684,-73.9564,2,0,0,0,6,0,0
3680,40.7516,-73.9922,1,22,7,2,4,4,0
3681,40.7553,-73.9855,1,6,7,2,3,7,0
3682,40.7102,-73.9848,1,14,2,0,0,1,0
3683,40.774,-73.9607,2,19,1,2,3,2,0
3684,40.7521,-73.9893,2,16,7,2,4,4,0
3685,40.7806,-73.956,2,18,1,2,5,2,0
3686,40.6918,-73.9281,2,21,0,0,4,5,0
3687,40.7587,-73.9775,2,18,7,2,1,7,0
3688,40.7405,-74.0057,2,0,2,0,6,4,0
3689,40.7391,-73.9986,2,13,2,0,5,4,0
3690,40.7559,-74.0025,2,13,7,2,3,4,0
3691,40.7619,-73.9716,1,17,7,2,6,7,0
3692,40.7225,-73.9918,4,15,2,0,4,1,0
3693,40.7618,-73.9848,1,23,7,2,2,7,0
3694,40.723,-73.9984,2,22,2,0,5,3,0
3695,40.7515,-73.9742,3,20,7,2,1,7,0
3697,40.7245,-73.9975,3,18,2,0,4,1,0
3698,40.7509,-73.9722,3,20,7,2,5,7,0
3699,40.7406,-74.0085,3,17,2,0,6,4,0
3700,40.7265,-74.0003,3,16,2,0,1,3,0
3701,40.7377,-73.9915,2,1,2,2,6,1,0
3702,40.7523,-73.9754,1,1,7,2,4,7,0
3703,40.7457,-74.0091,1,14,2,0,4,4,0
3704,40.7148,-73.9494,1,22,0,0,1,5,0
3705,40.7576,-73.9618,1,8,7,2,2,2,0
3706,40.7398,-73.9816,1,14,7,2,5,1,0
3707,40.7405,-74.0057,1,20,2,0,0,4,0
3708,40.7586,-73.9755,3,19,7,2,4,7,0
3709,40.7796,-73.9847,1,10,7,2,4,7,0
3710,40.7405,-74.0078,3,22,2,0,4,4,0
3712,40.7215,-74.0108,1,6,2,0,0,3,0
3713,40.7443,-73.9889,1,19,7,2,2,4,0
3714,40.75,-73.9934,0,18,7,2,0,4,0
3715,40.7548,-73.9664,2,12,7,2,6,7,0
3716,40.7186,-74.0044,2,11,2,0,2,3,0
3717,40.7441,-74.0068,3,1,2,0,4,4,0
3718,40.8137,-73.9413,3,18,1,2,4,6,0
3719,40.7388,-73.9882,2,15,2,2,1,1,0
3720,40.769,-73.9823,3,22,7,2,3,7,0
3721,40.7088,-74.0094,3,14,2,0,0,3,0
3722,40.7226,-74.0084,2,20,2,0,6,3,0
3723,40.7757,-73.9545,3,12,1,2,3,2,0
3724,40.7249,-74.0005,1,6,2,0,3,3,0
3725,40.7641,-73.999,3,9,7,2,4,4,0
3726,40.7422,-73.9949,3,7,2,2,2,4,0
3727,40.7378,-74.0026,0,7,2,0,4,4,0
3729,40.7406,-73.9944,1,15,2,2,1,4,0
3730,40.7301,-73.9926,2,14,2,0,1,1,0
3731,40.8186,-73.9576,0,11,1,2,2,6,0
3732,40.7425,-74.0049,1,0,2,0,5,4,0
3733,40.6972,-73.9341,2,23,0,0,0,5,0
3734,40.7346,-73.9909,2,15,2,0,3,1,0
3735,40.7289,-74.0071,2,17,2,0,1,3,0
3736,40.7392,-73.9872,2,15,2,2,2,1,0
3737,40.6748,-73.9431,3,20,0,0,5,5,0
3738,40.7596,-73.9849,2,15,7,2,0,7,0
3739,40.7443,-73.9854,2,11,7,2,5,4,0
3740,40.7269,-73.9947,1,23,2,0,4,1,0
3741,40.7567,-73.9946,2,0,7,2,3,4,0
3742,40.7602,-73.978,3,20,7,2,4,7,0
3743,40.7144,-73.9551,1,10,0,0,5,5,0
3744,40.7438,-73.9766,2,11,7,2,2,7,0
3745,40.727,-74.0371,2,15,2,0,2,3,0
3746,40.7327,-73.9897,0,16,2,0,3,1,0
3747,40.7453,-73.977,3,22,7,2,4,7,0
3748,40.7559,-73.9712,0,9,7,2,6,7,0
3749,40.7405,-74.0057,1,2,2,0,6,4,0
3750,40.7627,-73.9774,1,18,7,2,4,7,0
3751,40.7664,-73.9782,3,13,7,2,2,7,0
3752,40.7718,-73.9591,2,8,1,2,1,2,0
3753,40.7758,-73.9443,2,15,1,2,4,2,0
3754,40.7366,-73.9786,2,8,7,0,2,1,0
3755,40.7577,-73.987,3,23,7,2,3,7,0
3756,40.7591,-73.9729,2,17,7,2,3,7,0
3757,40.7501,-73.9913,3,10,7,2,3,4,0
3758,40.7458,-73.9896,2,11,7,2,1,4,0
3759,40.7511,-73.9757,2,21,7,2,3,7,0
3760,40.7158,-74.0154,1,15,2,0,6,3,0
3761,40.763,-73.974,1,17,7,2,0,7,0
3762,40.7439,-73.9888,0,16,7,2,3,4,0
3763,40.775,-73.9805,2,10,7,2,5,7,0
3764,40.7733,-73.9829,3,15,7,2,2,7,0
3765,40.7711,-73.9833,3,10,7,2,3,7,0
3766,40.7083,-73.953,2,10,0,0,0,5,0
3768,40.7477,-73.9891,2,12,7,2,3,4,0
3769,40.7459,-73.9825,0,16,7,2,2,4,0
3771,40.7334,-73.9971,2,19,2,0,3,1,0
3772,40.7484,-73.9924,3,22,7,2,5,4,0
3773,40.7896,-73.9678,3,9,1,2,0,6,0
3774,40.7645,-73.9698,2,19,7,2,6,7,0
3775,40.7778,-73.9888,1,23,7,2,3,7,0
3776,40.7407,-74.0026,3,21,2,0,3,4,0
3777,40.7566,-73.9974,2,6,7,2,0,4,0
3778,40.7246,-74.0008,0,18,2,0,3,3,0
3779,40.7274,-74.0051,3,9,2,0,1,3,0
3780,40.7505,-73.9947,3,18,7,2,3,4,0
3781,40.7169,-73.9957,2,0,2,0,1,3,0
3782,40.7198,-74.0102,0,21,2,0,2,3,0
3783,40.7252,-73.9932,1,13,2,0,0,1,0
3784,40.7405,-74.0057,1,20,2,0,5,4,0
3785,40.7742,-73.9491,2,9,1,2,3,2,0
3786,40.7764,-73.9578,2,14,1,2,1,2,0
3787,40.7344,-73.9805,2,21,2,0,1,1,0
3789,40.7564,-73.9682,1,12,7,2,1,7,0
3790,40.737,-73.9928,2,8,2,2,4,1,0
3791,40.7738,-73.9879,1,7,7,2,1,7,0
3792,40.7561,-73.9742,3,18,7,2,2,7,0
3793,40.7504,-73.9735,3,9,7,2,6,7,0
3794,40.7801,-73.985,2,9,7,2,1,7,0
3795,40.704,-74.0102,3,13,2,0,1,3,0
3796,40.7565,-73.9829,1,20,7,2,0,7,0
3797,40.7616,-73.9792,3,16,7,2,4,7,0
3798,40.6768,-74.0135,2,14,0,0,5,0,0
3799,40.7321,-74.0023,1,22,2,0,2,3,0
3800,40.7287,-73.9816,3,8,2,0,0,1,0
3801,40.7287,-74.0026,1,11,2,0,2,3,0
3802,40.7203,-74.0117,2,22,2,0,6,3,0
3803,40.7306,-73.9827,1,8,2,0,1,1,0
3804,40.7308,-74.0034,3,11,2,0,3,3,0
3805,40.7221,-74.0083,1,19,2,0,6,3,0
3807,40.7183,-73.9497,3,1,0,0,6,5,0
3808,40.7591,-73.9703,0,20,7,2,6,7,0
3809,40.7604,-73.9911,2,17,7,2,1,7,0
3810,40.709,-73.9551,3,4,0,0,0,5,0
3811,40.7205,-73.9834,3,17,2,0,0,1,0
3812,40.7957,-73.9704,1,7,1,2,0,6,0
3813,40.7277,-73.98,3,11,2,0,4,1,0
3814,40.7643,-73.9556,3,15,1,2,3,2,0
3815,40.7108,-73.9618,1,7,0,0,3,5,0
3816,40.7301,-73.9913,2,22,2,0,2,1,0
3817,40.7591,-73.9755,1,18,7,2,4,7,0
3819,40.7701,-73.9815,3,13,7,2,4,7,0
3821,40.7192,-73.9453,1,0,0,0,6,5,0
3822,40.7551,-73.9636,3,9,7,2,4,7,0
3824,40.7558,-73.9712,2,17,7,2,1,7,0
3825,40.7509,-73.9768,1,17,7,2,4,7,0
3826,40.7706,-73.9508,2,7,1,2,4,2,0
3827,40.6975,-73.953,2,18,0,0,6,5,0
3828,40.7395,-74.0019,2,23,2,0,1,4,0
3829,40.6796,-74.0053,1,22,0,0,1,0,0
3830,40.7438,-73.9882,3,7,7,2,4,4,0
3831,40.7372,-74.0057,0,4,2,0,0,4,0
3832,40.7236,-74.0111,2,10,2,0,0,3,0
3833,40.7022,-73.9867,3,8,0,0,0,0,0
3834,40.7405,-73.9929,3,14,2,2,5,4,0
3836,40.7466,-73.9918,0,7,7,2,3,4,0
3837,40.7565,-73.9772,1,18,7,2,3,7,0
3838,40.7425,-73.9821,1,14,7,2,3,4,0
3839,40.7394,-73.9955,1,9,2,2,5,4,0
3841,40.7216,-73.9582,3,0,0,0,6,5,0
3842,40.6888,-73.9976,1,19,0,0,1,0,0
3843,40.7876,-73.9747,1,8,1,2,2,6,0
3844,40.7562,-73.9774,2,22,7,2,2,7,0
3845,40.7344,-73.9899,2,17,2,0,0,1,0
3846,40.7733,-73.9551,3,8,1,2,4,2,0
3848,40.7595,-73.9659,2,7,7,2,4,7,0
3849,40.7696,-73.9809,0,16,7,2,0,7,0
3850,40.7735,-73.9554,3,22,1,2,5,2,0
3852,40.7515,-73.9938,1,16,7,2,6,4,0
3853,40.7567,-73.9615,3,7,7,2,5,2,0
3854,40.7399,-74.0071,3,18,2,0,4,4,0
3855,40.7269,-74.0031,1,22,2,0,0,3,0
3856,40.6818,-73.963,1,19,0,0,2,0,0
3857,40.7663,-73.9917,1,15,7,2,2,7,0
3858,40.7424,-73.9905,2,17,7,2,2,4,0
3859,40.7939,-73.9679,1,0,1,2,3,6,0
3860,40.7412,-73.9877,3,20,7,2,0,4,0
3861,40.7776,-73.9792,3,9,7,2,2,7,0
3862,40.7323,-73.9965,1,22,2,0,4,1,0
3863,40.7243,-73.9787,1,19,2,0,6,1,0
3864,40.7638,-73.9852,2,14,7,2,4,7,0
3865,40.7422,-74.0083,1,17,2,0,4,4,0
3866,40.727,-73.9917,3,2,2,0,6,1,0
3867,40.7044,-74.0093,1,12,2,0,6,3,0
3868,40.746,-73.9884,2,11,7,2,2,4,0
3869,40.7553,-73.9775,2,9,7,2,1,7,0
3870,40.74,-73.9241,2,5,1,2,1,5,0
3871,40.6808,-73.9945,2,23,0,0,2,0,0
3872,40.769,-73.9823,0,23,7,2,1,7,0
3873,40.7723,-73.9666,3,16,1,2,6,2,0
3874,40.7593,-73.9801,1,22,7,2,4,7,0
3875,40.7256,-73.9989,2,17,2,0,2,3,0
3876,40.7292,-74.0012,3,15,2,0,2,3,0
3877,40.7433,-73.9926,3,17,7,2,5,4,0
3878,40.7412,-74.0,2,7,2,0,3,4,0
3879,40.7388,-74.0085,3,5,2,0,4,4,0
3880,40.7575,-73.9856,2,21,7,2,5,7,0
3881,40.7689,-73.9846,2,19,7,2,0,7,0
3882,40.7556,-73.9809,1,12,7,2,0,7,0
3883,40.733,-74.0038,0,17,2,0,5,3,0
3884,40.7059,-74.004,1,23,2,0,4,3,0
3886,40.7638,-73.9757,1,21,7,2,0,7,0
3887,40.7766,-73.9608,3,9,1,2,0,2,0
3888,40.7077,-74.0083,3,16,2,0,4,3,0
3889,40.7022,-74.0114,3,19,2,0,0,3,0
3890,40.7548,-73.9291,1,17,1,2,1,2,0
3891,40.757,-74.0013,0,12,7,2,5,4,0
3892,40.652,-73.9693,2,16,0,0,2,0,0
3894,40.7393,-74.0027,3,9,2,0,4,4,0
3895,40.7084,-74.0049,3,23,2,0,5,3,0
3897,40.7603,-73.9869,2,0,7,2,5,7,0
3898,40.729,-73.9937,2,21,2,0,0,1,0
3899,40.7442,-73.9979,3,18,2,0,4,4,0
3900,40.7501,-73.9916,2,10,7,2,0,4,0
3901,40.7843,-73.9731,2,8,1,2,1,6,0
3902,40.7322,-73.9881,1,18,2,0,0,1,0
3903,40.7542,-73.9689,3,17,7,2,0,7,0
3904,40.762,-74.0008,2,19,7,2,5,4,0
3905,40.7024,-73.9866,1,18,0,0,1,0,0
3906,40.7913,-73.9755,1,6,1,2,2,6,0
3907,40.7543,-73.9869,0,9,7,2,1,7,0
3908,40.7248,-73.9839,1,16,2,0,5,1,0
3909,40.7511,-73.9806,3,21,7,2,1,7,0
3911,40.7612,-73.9679,3,18,7,2,3,7,0
3912,40.7644,-73.9808,1,16,7,2,3,7,0
3913,40.6819,-74.0027,2,0,0,0,6,0,0
3914,40.8073,-73.9503,3,13,1,2,6,6,0
3915,40.7527,-73.9813,1,22,7,2,4,7,0
3916,40.7501,-73.9919,0,17,7,2,1,4,0
3917,40.7851,-73.9828,0,16,1,2,5,6,0
3918,40.7203,-74.0036,2,4,2,0,5,3,0
3919,40.7417,-73.9873,1,20,7,2,3,4,0
3920,40.727,-73.9875,2,19,2,0,6,1,0
3921,40.7775,-73.9769,1,16,1,2,1,7,0
3922,40.7121,-73.9588,3,9,0,0,2,5,0
3923,40.7634,-73.9667,2,10,7,2,0,7,0
3924,40.7401,-74.0055,2,23,2,0,3,4,0
3925,40.7534,-74.0268,2,18,2,0,6,4,0
3926,40.6963,-73.9676,1,7,0,0,0,0,0
3927,40.7586,-73.9832,1,15,7,2,0,7,0
3928,40.7552,-73.9866,2,20,7,2,1,7,0
3929,40.7429,-74.004,3,22,2,0,2,4,0
3930,40.6941,-73.921,1,19,0,0,0,5,0
3931,40.75,-73.9756,4,21,7,2,1,7,0
