,Lat,Lon,Base,Hour,KMEANS5_labels,AGGC_label,Day,KMEANS_label,DBSCAN_label
1506,40.7568,-73.9885,1,22,7,2,4,7,0
1507,40.7747,-73.9583,3,11,1,2,2,2,0
1508,40.7187,-73.9567,2,0,0,0,6,5,0
1509,40.7514,-73.972,3,12,7,2,3,7,0
1510,40.7521,-73.9775,3,14,7,2,3,7,0
1511,40.7561,-73.9832,1,19,7,2,1,7,0
1512,40.7395,-73.9922,2,13,2,2,3,4,0
1513,40.7333,-73.9599,2,20,7,0,0,5,0
1514,40.7618,-73.9733,1,13,7,2,3,7,0
1515,40.7672,-73.9683,1,13,7,2,1,7,0
1516,40.762,-73.9741,3,8,7,2,0,7,0
1517,40.7321,-74.0098,2,18,2,0,2,3,0
1518,40.7576,-73.9695,3,19,7,2,2,7,0
1520,40.7626,-73.9653,3,18,7,2,3,7,0
1521,40.7577,-73.9757,1,18,7,2,1,7,0
1522,40.7115,-74.008,2,15,2,0,6,3,0
1523,40.7717,-73.9889,2,18,7,2,5,7,0
1524,40.7481,-74.0033,2,12,2,0,3,4,0
1526,40.7618,-73.9902,2,21,7,2,4,7,0
1527,40.7567,-73.9884,1,18,7,2,3,7,0
1528,40.7172,-73.9954,2,2,2,0,5,3,0
1529,40.7912,-73.9743,2,9,1,2,0,6,0
1530,40.6602,-73.9985,2,13,0,0,6,0,0
1531,40.8155,-73.9437,1,13,1,2,6,6,0
1532,40.7191,-74.0073,0,10,2,0,4,3,0
1534,40.7084,-74.0006,1,7,2,0,5,3,0
1535,40.7781,-73.9457,1,6,1,2,2,2,0
1536,40.7269,-73.9913,3,0,2,0,6,1,0
1537,40.7571,-73.9695,2,16,7,2,5,7,0
1538,40.7514,-73.9937,3,21,7,2,6,4,0
1539,40.7553,-73.971,3,20,7,2,3,7,0
1540,40.7207,-74.0096,2,20,2,0,5,3,0
1541,40.6812,-73.9998,1,12,0,0,4,0,0
1542,40.7608,-73.9712,3,21,7,2,1,7,0
1543,40.7804,-73.9833,3,10,7,2,5,7,0
1544,40.734,-73.9806,3,7,2,0,1,1,0
1545,40.7447,-73.9915,3,12,7,2,3,4,0
1546,40.7378,-73.9981,2,16,2,0,5,4,0
1548,40.7132,-73.962,1,3,0,0,1,5,0
1549,40.7368,-73.9973,0,8,2,0,1,4,0
1550,40.7486,-73.9948,1,14,7,2,2,4,0
1551,40.7646,-73.978,0,14,7,2,0,7,0
1552,40.7649,-73.9705,1,17,7,2,2,7,0
1553,40.7394,-74.0074,3,2,2,0,6,4,0
1554,40.7694,-73.9894,2,17,7,2,1,7,0
1555,40.7209,-74.0007,1,15,2,0,2,3,0
1556,40.7419,-74.0036,0,0,2,0,3,4,0
1558,40.7399,-73.9914,2,17,2,2,0,4,0
1559,40.7882,-73.9784,1,20,1,2,4,6,0
1560,40.7239,-73.9898,1,6,2,0,1,1,0
1561,40.7755,-73.9565,2,20,1,2,0,2,0
1562,40.733,-74.0032,1,22,2,0,5,4,0
1563,40.7632,-73.9771,1,18,7,2,5,7,0
1564,40.7773,-73.9786,3,20,7,2,3,7,0
1567,40.779,-73.9465,3,20,1,2,0,2,0
1568,40.7534,-73.9874,1,16,7,2,0,7,0
1569,40.7399,-73.974,3,16,7,2,1,1,0
1570,40.7344,-73.9783,3,20,7,0,6,1,0
1571,40.6407,-73.9758,1,9,0,0,6,0,0
1572,40.7305,-73.9885,2,23,2,0,4,1,0
1573,40.7047,-73.9199,1,10,0,0,2,5,0
1574,40.7498,-73.9761,3,21,7,2,1,7,0
1575,40.7545,-73.9813,2,20,7,2,2,7,0
1576,40.6932,-74.0012,1,18,2,0,5,0,0
1578,40.7905,-73.9693,0,18,1,2,1,6,0
1579,40.7386,-73.9884,2,18,2,2,3,1,0
1580,40.7367,-73.9786,2,18,7,0,1,1,0
1581,40.7579,-73.9776,1,17,7,2,4,7,0
1582,40.7569,-73.9693,1,21,7,2,3,7,0
1583,40.749,-73.9728,1,10,7,2,4,7,0
1584,40.6691,-73.9913,3,20,0,0,1,0,0
1585,40.7288,-73.9941,2,15,2,0,2,1,0
1586,40.7539,-73.9885,1,22,7,2,1,4,0
1587,40.7584,-73.9924,2,18,7,2,1,4,0
1588,40.7444,-73.9904,1,12,7,2,5,4,0
1589,40.6561,-73.9609,3,12,0,0,5,0,0
1590,40.7556,-73.9712,3,17,7,2,0,7,0
1591,40.7514,-73.9976,2,16,7,2,3,4,0
1592,40.7946,-73.972,4,9,1,2,1,6,0
1593,40.7401,-74.0035,1,6,2,0,3,4,0
1594,40.7026,-73.9812,3,19,0,0,2,0,0
1595,40.7506,-73.991,1,17,7,2,5,4,0
1596,40.7036,-73.9267,2,16,0,0,2,5,0
1597,40.7418,-73.9831,3,17,7,2,2,1,0
1598,40.7524,-73.9933,1,8,7,2,5,4,0
1599,40.7308,-73.9951,1,8,2,0,2,1,0
1600,40.7286,-74.0,3,14,2,0,0,1,0
1602,40.7074,-73.9539,1,22,0,0,5,5,0
1604,40.6778,-73.9839,1,11,0,0,0,0,0
1605,40.7864,-73.9457,2,11,1,2,5,2,0
1606,40.7798,-73.9567,2,9,1,2,0,2,0
1607,40.7454,-73.9925,3,7,7,2,3,4,0
1608,40.7713,-73.9583,1,18,1,2,4,2,0
1609,40.7081,-73.9399,3,19,0,0,5,5,0
1610,40.7985,-73.9732,3,14,1,2,4,6,0
1611,40.7144,-74.0153,1,11,2,0,0,3,0
1612,40.7488,-73.9922,1,19,7,2,6,4,0
1613,40.7408,-74.0056,3,16,2,0,5,4,0
1614,40.6609,-73.9975,1,5,0,0,2,0,0
1616,40.6866,-73.9655,3,5,0,0,0,0,0
1618,40.7496,-73.9554,1,22,7,0,3,2,0
1620,40.7206,-74.01,1,18,2,0,2,3,0
1621,40.7215,-74.0099,3,13,2,0,0,3,0
1622,40.7248,-73.9786,1,0,2,0,3,1,0
1623,40.7262,-73.9895,2,22,2,0,5,1,0
1625,40.7675,-73.9666,0,13,7,2,1,7,0
1626,40.756,-73.975,1,17,7,2,1,7,0
1627,40.7494,-74.0031,1,16,2,0,0,4,0
1628,40.7218,-73.958,1,11,0,0,5,5,0
1629,40.7544,-73.9776,2,17,7,2,1,7,0
1630,40.7887,-73.9763,2,15,1,2,3,6,0
1632,40.6469,-73.9781,2,6,0,0,2,0,0
1633,40.7058,-74.0082,2,18,2,0,3,3,0
1634,40.7542,-73.9816,2,18,7,2,3,7,0
1636,40.7367,-73.9728,2,15,7,0,2,1,0
1637,40.7557,-73.982,3,11,7,2,2,7,0
1638,40.6926,-73.9857,3,5,0,0,4,0,0
1639,40.7601,-73.9677,3,20,7,2,2,7,0
1640,40.755,-73.9741,1,9,7,2,6,7,0
1641,40.7163,-73.9407,1,12,0,0,2,5,0
1642,40.7448,-73.9896,2,17,7,2,3,4,0
1643,40.7217,-74.0443,1,20,2,0,1,3,0
1644,40.7192,-73.9584,1,10,0,0,1,5,0
1645,40.728,-73.993,1,15,2,0,6,1,0
1646,40.7438,-73.997,3,7,2,0,0,4,0
1647,40.7755,-73.9622,3,22,1,2,1,2,0
1648,40.7625,-73.9788,2,15,7,2,4,7,0
1649,40.704,-74.0068,3,7,2,0,2,3,0
1650,40.749,-74.0033,2,17,2,0,2,4,0
1651,40.7262,-74.0026,1,20,2,0,5,3,0
1652,40.7032,-73.9261,3,20,0,0,1,5,0
1653,40.7404,-73.925,3,6,1,2,1,5,0
1654,40.7495,-73.9925,2,19,7,2,1,4,0
1655,40.7292,-73.9813,2,11,2,0,3,1,0
1656,40.7433,-73.9973,2,9,2,0,0,4,0
1658,40.7256,-73.9965,1,8,2,0,3,1,0
1659,40.7628,-73.9735,1,18,7,2,4,7,0
1660,40.7238,-74.0013,3,22,2,0,2,3,0
1661,40.7819,-73.9792,3,22,1,2,2,7,0
1662,40.7552,-73.9682,3,21,7,2,3,7,0
1663,40.7204,-73.9918,2,22,2,0,3,1,0
1665,40.7143,-73.9576,1,17,0,0,6,5,0
1666,40.7405,-73.9904,2,18,2,2,3,4,0
1667,40.7202,-73.9873,3,13,2,0,5,1,0
1669,40.831,-73.927,1,19,1,2,0,6,0
1670,40.7145,-73.9345,2,17,0,0,2,5,0
1671,40.7476,-73.9855,1,13,7,2,2,4,0
1672,40.7332,-73.9912,1,19,2,0,5,1,0
1674,40.7639,-73.9734,1,13,7,2,5,7,0
1675,40.7243,-73.9889,2,17,2,0,4,1,0
1676,40.745,-73.9889,1,22,7,2,2,4,0
1677,40.7228,-74.0089,0,17,2,0,6,3,0
1678,40.7515,-73.9902,2,13,7,2,2,4,0
1679,40.7585,-73.9771,3,4,7,2,4,7,0
1680,40.7487,-73.9735,1,1,7,2,1,7,0
1682,40.7184,-73.9824,3,9,2,0,6,1,0
1683,40.7143,-73.9974,1,20,2,0,0,3,0
1684,40.7288,-74.0027,3,16,2,0,5,3,0
1685,40.7736,-73.9488,2,10,1,2,0,2,0
1686,40.7112,-74.0057,3,12,2,0,2,3,0
1688,40.7508,-73.9705,2,14,7,2,3,7,0
1689,40.7099,-73.9954,2,21,2,0,2,3,0
1690,40.7623,-73.9812,3,20,7,2,1,7,0
1691,40.8309,-73.9271,3,19,1,2,0,6,0
1692,40.7286,-74.0017,1,22,2,0,0,3,0
1693,40.8016,-73.9345,2,16,1,2,5,6,0
1694,40.7432,-73.977,3,9,7,2,1,7,0
1695,40.761,-73.9634,2,22,7,2,3,2,0
1696,40.7535,-73.985,3,15,7,2,1,7,0
1697,40.7686,-73.9695,1,20,7,2,6,7,0
1698,40.7355,-74.0017,3,21,2,0,2,4,0
1699,40.771,-73.9812,1,10,7,2,2,7,0
1700,40.7077,-73.9402,2,15,0,0,1,5,0
1701,40.7772,-73.989,1,5,7,2,1,7,0
1703,40.7754,-73.964,2,6,1,2,3,2,0
1704,40.7335,-74.0034,2,23,2,0,4,4,0
1705,40.7737,-73.9814,1,16,7,2,4,7,0
1706,40.7199,-73.9879,3,15,2,0,1,1,0
1707,40.7705,-73.9913,3,15,7,2,2,7,0
1708,40.7182,-73.9515,3,13,0,0,4,5,0
1709,40.7667,-73.9705,2,22,7,2,4,7,0
1710,40.7482,-73.9847,2,8,7,2,0,4,0
1711,40.743,-74.0061,3,19,2,0,6,4,0
1712,40.7276,-74.0096,1,9,2,0,3,3,0
1713,40.7797,-73.956,3,22,1,2,0,2,0
1715,40.7128,-74.0081,2,13,2,0,2,3,0
1717,40.7555,-73.9703,1,22,7,2,3,7,0
1718,40.7263,-74.0036,1,19,2,0,4,3,0
1719,40.7626,-73.9715,1,18,7,2,0,7,0
1720,40.7054,-73.9333,1,19,0,0,6,5,0
1721,40.7236,-74.0113,1,12,2,0,6,3,0
1722,40.7535,-73.9731,1,21,7,2,1,7,0
1723,40.7375,-73.9882,2,20,2,2,0,1,0
1724,40.7304,-73.9897,1,8,2,0,4,1,0
1725,40.7614,-73.9577,1,13,1,2,2,2,0
1726,40.7164,-73.9958,1,10,2,0,5,3,0
1727,40.74,-73.9739,3,21,7,2,5,1,0
1728,40.7507,-73.9784,3,17,7,2,0,7,0
1729,40.7833,-73.9817,3,7,1,2,1,7,0
1730,40.7385,-74.0065,1,14,2,0,1,4,0
1731,40.7631,-73.9696,1,16,7,2,0,7,0
1732,40.7514,-74.0063,0,19,2,0,1,4,0
1734,40.671,-73.9782,1,15,0,0,5,0,0
1736,40.722,-74.0051,3,0,2,0,5,3,0
1737,40.7584,-73.9768,3,14,7,2,0,7,0
1738,40.7535,-73.9779,1,21,7,2,5,7,0
1739,40.6958,-73.9253,1,15,0,0,5,5,0
1740,40.7178,-73.9928,1,15,2,0,5,1,0
1741,40.7201,-74.0091,2,6,2,0,3,3,0
1742,40.7207,-74.0324,0,17,2,0,2,3,0
1743,40.6747,-73.9411,1,7,0,0,4,5,0
1744,40.745,-73.987,3,15,7,2,2,4,0
1745,40.7621,-73.9788,1,13,7,2,3,7,0
1746,40.7132,-74.0093,2,20,2,0,3,3,0
1747,40.7668,-73.9597,3,6,1,2,2,2,0
1748,40.746,-73.9848,2,19,7,2,3,4,0
1749,40.7658,-73.9785,1,19,7,2,6,7,0
1750,40.7503,-73.9943,1,8,7,2,3,4,0
1751,40.7075,-74.0056,3,15,2,0,6,3,0
1752,40.7406,-73.987,2,21,7,2,0,4,0
1753,40.7187,-74.0086,3,20,2,0,0,3,0
1754,40.7526,-73.9847,1,0,7,2,5,7,0
1755,40.7526,-73.9866,1,8,7,2,1,7,0
1756,40.7252,-73.9947,1,18,2,0,2,1,0
1757,40.7142,-73.9561,3,21,0,0,6,5,0
1758,40.8186,-73.9609,1,10,1,2,4,6,0
1759,40.6832,-73.9774,2,12,0,0,3,0,0
1760,40.7636,-73.9599,3,5,1,2,1,2,0
1761,40.7455,-73.9988,3,20,2,0,4,4,0
1762,40.7607,-73.9669,2,14,7,2,3,7,0
1764,40.755,-73.9333,1,8,1,2,4,2,0
1765,40.7274,-73.9889,1,15,2,0,5,1,0
1766,40.7646,-73.9564,1,17,1,2,2,2,0
1767,40.7521,-73.9698,1,0,7,2,1,7,0
1768,40.7188,-73.9622,3,7,0,0,0,5,0
1769,40.7588,-73.9889,1,9,7,2,5,7,0
1770,40.6517,-73.963,1,7,0,0,1,0,0
1771,40.7156,-74.0092,1,21,2,0,1,3,0
1772,40.7377,-74.0046,1,17,2,0,6,4,0
1773,40.724,-74.0033,0,15,2,0,2,3,0
1774,40.7538,-73.9885,0,14,7,2,3,4,0
1775,40.7205,-73.9863,1,6,2,0,4,1,0
1776,40.7615,-73.9661,2,18,7,2,0,7,0
1777,40.7457,-73.9531,3,13,7,0,5,2,0
1778,40.7527,-73.9816,2,13,7,2,1,7,0
1779,40.7774,-73.9834,1,7,7,2,3,7,0
1781,40.7426,-73.9822,1,21,7,2,6,4,0
1782,40.7614,-73.9662,3,15,7,2,3,7,0
1783,40.748,-73.9843,3,20,7,2,2,4,0
1784,40.738,-73.9754,2,16,7,0,5,1,0
1785,40.7645,-73.9768,1,22,7,2,0,7,0
1786,40.7201,-74.0412,1,2,2,0,4,3,0
1788,40.779,-73.9827,3,19,7,2,4,7,0
1789,40.7633,-73.9756,2,17,7,2,0,7,0
1790,40.7227,-74.0105,2,6,2,0,1,3,0
1791,40.7589,-73.9771,3,15,7,2,2,7,0
1792,40.6859,-73.9845,3,21,0,0,4,0,0
1793,40.7245,-73.9986,2,22,2,0,3,3,0
1794,40.6739,-73.9529,2,16,0,0,6,0,0
1795,40.7512,-73.9941,1,20,7,2,2,4,0
1796,40.7511,-73.9849,1,10,7,2,4,7,0
1797,40.7633,-73.9767,1,18,7,2,4,7,0
1798,40.7326,-73.9913,1,15,2,0,4,1,0
1799,40.7558,-73.9903,3,16,7,2,3,4,0
1800,40.7559,-73.9738,2,17,7,2,2,7,0
1801,40.718,-74.0147,3,18,2,0,4,3,0
1802,40.7902,-73.9711,2,11,1,2,2,6,0
1803,40.771,-73.9557,1,19,1,2,2,2,0
1804,40.7586,-73.9929,2,16,7,2,6,4,0
1805,40.6683,-73.9522,1,5,0,0,0,0,0
1806,40.7346,-73.99,2,19,2,0,0,1,0
1807,40.7588,-73.9894,3,13,7,2,3,7,0
1808,40.7817,-73.972,3,16,1,2,5,6,0
1809,40.773,-73.9662,1,18,1,2,4,2,0
1810,40.7404,-74.0079,1,19,2,0,6,4,0
1811,40.7602,-73.9575,1,8,1,2,2,2,0
1813,40.7971,-73.9716,1,10,1,2,5,6,0
1814,40.7463,-73.9843,1,17,7,2,0,4,0
1815,40.7412,-73.9983,0,13,2,0,0,4,0
1816,40.7572,-73.9701,1,12,7,2,3,7,0
1817,40.7617,-73.9742,3,8,7,2,2,7,0
1818,40.7184,-73.9493,1,20,0,0,3,5,0
1819,40.7596,-73.988,1,17,7,2,2,7,0
1820,40.7163,-74.0042,3,5,2,0,4,3,0
1821,40.7577,-73.9752,0,20,7,2,1,7,0
1822,40.7774,-73.9461,2,15,1,2,2,2,0
1823,40.7449,-74.0035,3,10,2,0,2,4,0
1824,40.7729,-73.9463,1,15,1,2,1,2,0
1825,40.7208,-73.9624,1,17,0,0,1,5,0
1826,40.7667,-73.9691,3,13,7,2,6,7,0
1827,40.7623,-73.9746,1,12,7,2,4,7,0
1828,40.7582,-73.9601,1,9,7,2,1,2,0
1829,40.7651,-73.9673,3,1,7,2,4,7,0
1830,40.711,-73.9353,2,9,0,0,1,5,0
1831,40.6784,-73.9497,2,19,0,0,2,5,0
1833,40.726,-74.004,3,9,2,0,1,3,0
1834,40.7561,-73.9728,0,12,7,2,2,7,0
1835,40.7191,-73.9897,1,10,2,0,6,1,0
1836,40.7535,-73.9867,1,16,7,2,4,7,0
1837,40.7246,-73.9941,0,15,2,0,3,1,0
1838,40.7326,-73.9904,2,6,2,0,4,1,0
1839,40.7621,-73.982,2,15,7,2,0,7,0
1840,40.7672,-73.9566,2,14,1,2,3,2,0
1841,40.7615,-73.9852,1,4,7,2,4,7,0
1842,40.7622,-73.9775,3,13,7,2,2,7,0
1843,40.7406,-74.0056,3,20,2,0,5,4,0
1844,40.7648,-73.9716,1,11,7,2,1,7,0
1845,40.7151,-73.9479,3,17,0,0,0,5,0
1847,40.7777,-73.9815,3,17,7,2,1,7,0
1849,40.6407,-73.9495,1,6,0,0,5,0,0
1850,40.6777,-73.9486,2,8,0,0,0,5,0
1851,40.7303,-73.9899,2,6,2,0,4,1,0
1852,40.7093,-73.967,2,11,0,0,5,5,0
1855,40.7928,-73.9749,3,13,1,2,2,6,0
1856,40.7176,-73.9419,4,4,0,0,6,5,0
1857,40.7507,-73.9909,3,18,7,2,6,4,0
1858,40.7603,-73.9813,2,18,7,2,2,7,0
1859,40.7222,-73.9919,1,9,2,0,1,1,0
1861,40.7533,-73.9781,1,14,7,2,1,7,0
1862,40.7343,-73.9958,1,11,2,0,1,1,0
1863,40.7773,-73.9634,4,14,1,2,6,2,0
1864,40.7033,-74.0145,3,16,2,0,0,3,0
1865,40.781,-73.9493,2,7,1,2,5,2,0
1866,40.7348,-73.9584,3,6,7,0,0,5,0
1867,40.7619,-73.9948,0,3,7,2,4,4,0
1868,40.7388,-74.0087,3,8,2,0,5,4,0
1869,40.7166,-73.9613,2,16,0,0,5,5,0
1870,40.7615,-73.9246,3,22,1,2,2,2,0
1872,40.6782,-74.0002,2,18,0,0,6,0,0
1873,40.6872,-73.9741,4,15,0,0,5,0,0
1874,40.7859,-73.9552,1,14,1,2,2,2,0
1875,40.7527,-73.9925,2,17,7,2,0,4,0
1876,40.7382,-74.0056,3,0,2,0,6,4,0
1877,40.7672,-73.9683,3,18,7,2,0,7,0
1879,40.7634,-73.9849,3,15,7,2,0,7,0
1880,40.7583,-73.9808,1,16,7,2,3,7,0
1881,40.7607,-73.998,3,5,7,2,3,4,0
1882,40.719,-73.9965,3,23,2,0,6,3,0
1883,40.7171,-73.995,3,9,2,0,1,3,0
1884,40.7396,-73.9869,3,19,7,2,1,1,0
1886,40.6852,-73.96,1,6,0,0,3,0,0
1887,40.7231,-74.0023,3,13,2,0,2,3,0
1888,40.7753,-73.9557,1,20,1,2,6,2,0
1889,40.7676,-73.9928,1,9,7,2,4,7,0
1890,40.7246,-73.9966,3,14,2,0,4,1,0
1891,40.7439,-74.0064,3,5,2,0,4,4,0
1892,40.8295,-73.9284,1,21,1,2,2,6,0
1893,40.7388,-74.0084,1,5,2,0,2,4,0
1894,40.7359,-73.9995,3,23,2,0,0,4,0
1895,40.7512,-73.9767,3,18,7,2,1,7,0
1896,40.729,-73.9814,3,15,2,0,5,1,0
1897,40.7217,-73.9884,1,14,2,0,2,1,0
1898,40.675,-74.0165,3,19,0,0,4,0,0
1900,40.7564,-73.9976,1,0,7,2,0,4,0
1901,40.7783,-73.9488,3,17,1,2,4,2,0
1902,40.7262,-74.0075,1,16,2,0,0,3,0
1904,40.7408,-74.0071,1,20,2,0,0,4,0
1905,40.8045,-73.9225,3,18,1,2,4,6,0
1906,40.7029,-73.9811,1,22,0,0,0,0,0
1907,40.7435,-74.0054,1,0,2,0,2,4,0
1908,40.7706,-73.9684,2,5,1,2,0,7,0
1909,40.6849,-73.9492,1,8,0,0,2,5,0
1910,40.7429,-73.9865,3,14,7,2,1,4,0
1911,40.7316,-74.0013,3,8,2,0,0,1,0
1912,40.7389,-73.9929,1,17,2,2,3,4,0
1913,40.7108,-73.9538,1,2,0,0,3,5,0
1914,40.7555,-73.9835,1,16,7,2,0,7,0
1915,40.7673,-73.9549,1,2,1,2,5,2,0
1917,40.7715,-73.9861,2,22,7,2,2,7,0
1918,40.719,-74.0022,2,6,2,0,1,3,0
1919,40.7485,-73.9925,1,11,7,2,5,4,0
1920,40.7385,-73.9843,1,19,7,2,1,1,0
1921,40.7771,-73.9222,0,10,1,2,5,2,0
1923,40.7571,-73.9205,3,12,1,2,4,2,0
1924,40.7525,-73.9948,3,21,7,2,0,4,0
1925,40.7615,-73.9793,1,8,7,2,4,7,0
1926,40.7454,-73.9778,3,2,7,2,6,7,0
1927,40.754,-73.9861,1,15,7,2,3,7,0
1928,40.7611,-73.9908,3,15,7,2,5,7,0
1929,40.7168,-74.009,2,18,2,0,5,3,0
1931,40.7118,-73.9559,3,16,0,0,2,5,0
1932,40.7602,-73.9598,1,7,7,2,3,2,0
1933,40.7798,-73.9464,3,7,1,2,4,2,0
1934,40.764,-73.9786,0,14,7,2,0,7,0
1935,40.7313,-73.9577,1,6,7,0,3,5,0
1937,40.716,-74.0125,3,20,2,0,3,3,0
1938,40.7375,-74.0065,1,20,2,0,6,4,0
1939,40.7972,-73.9698,3,5,1,2,3,6,0
1940,40.7438,-73.9733,2,19,7,2,3,7,0
1942,40.7113,-74.0087,3,20,2,0,4,3,0
1943,40.7399,-73.9928,3,20,2,2,6,4,0
1944,40.676,-74.0166,2,22,0,0,4,0,0
1945,40.7309,-74.0104,2,16,2,0,3,3,0
1946,40.7364,-73.9967,3,10,2,0,4,4,0
1947,40.7557,-73.9727,3,17,7,2,4,7,0
1948,40.755,-73.9684,2,19,7,2,1,7,0
1949,40.7677,-73.9811,2,22,7,2,4,7,0
1950,40.7798,-73.9816,1,17,7,2,3,7,0
1952,40.7141,-74.0118,2,9,2,0,3,3,0
1953,40.7566,-73.9923,1,7,7,2,0,4,0
1954,40.7609,-73.979,3,22,7,2,1,7,0
1955,40.7552,-73.9889,3,17,7,2,1,4,0
1956,40.7722,-73.9467,2,23,1,2,3,2,0
1957,40.7596,-73.9651,3,7,7,2,4,7,0
1958,40.8125,-73.9382,3,12,1,2,3,6,0
1959,40.6836,-73.9975,3,14,0,0,5,0,0
1960,40.7199,-74.0102,3,23,2,0,0,3,0
1961,40.74,-74.0023,3,21,2,0,1,4,0
1962,40.7365,-73.9889,3,16,2,2,3,1,0
1963,40.7701,-73.9554,3,8,1,2,1,2,0
1964,40.726,-73.9772,3,22,2,0,3,1,0
1965,40.756,-73.9761,2,19,7,2,1,7,0
1966,40.835,-73.9381,0,14,1,2,1,6,0
1967,40.6971,-73.9932,2,20,0,0,2,0,0
1968,40.7224,-73.9576,1,23,0,0,5,5,0
1969,40.8187,-73.9419,3,11,1,2,2,6,0
1970,40.7783,-73.9548,2,17,1,2,5,2,0
1971,40.7198,-74.0058,1,20,2,0,0,3,0
1973,40.7564,-73.9772,2,18,7,2,3,7,0
1974,40.7721,-73.9541,2,6,1,2,0,2,0
1975,40.7461,-73.9792,3,22,7,2,4,7,0
1976,40.734,-73.9776,1,6,7,0,0,1,0
1977,40.7212,-73.9467,1,8,0,0,0,5,0
1978,40.7404,-73.9889,1,16,2,2,5,4,0
1980,40.7548,-73.9799,3,18,7,2,0,7,0
1981,40.7758,-73.944,1,7,1,2,3,2,0
1982,40.7138,-74.0121,3,22,2,0,1,3,0
1983,40.6786,-73.9754,2,17,0,0,3,0,0
1984,40.7775,-73.9512,3,13,1,2,3,2,0
1985,40.7494,-73.9918,2,16,7,2,5,4,0
1986,40.7379,-73.9923,1,11,2,2,1,4,0
1987,40.7416,-74.0029,0,6,2,0,4,4,0
1988,40.7223,-74.0039,1,15,2,0,3,3,0
1989,40.7277,-73.9933,3,6,2,0,3,1,0
1990,40.7447,-73.9971,1,14,2,0,3,4,0
1991,40.7485,-73.9963,3,19,7,2,6,4,0
1992,40.7405,-73.9965,3,20,2,2,3,4,0
1993,40.7708,-73.9652,1,14,1,2,3,2,0
1994,40.7227,-74.0054,2,19,2,0,6,3,0
1995,40.7611,-73.9974,1,15,7,2,5,4,0
1996,40.669,-74.0106,1,18,0,0,5,0,0
1998,40.7518,-73.9827,2,17,7,2,3,7,0
1999,40.8039,-73.9562,3,6,1,2,3,6,0
2000,40.7485,-74.006,0,12,2,0,0,4,0
2002,40.7584,-73.971,4,17,7,2,0,7,0
2003,40.7577,-73.9762,2,16,7,2,1,7,0
2004,40.7635,-73.9965,3,14,7,2,1,4,0
2005,40.7129,-74.0096,0,19,2,0,1,3,0
2006,40.8088,-73.9439,3,17,1,2,6,6,0
2007,40.7647,-73.9721,1,18,7,2,1,7,0
2009,40.7494,-73.9924,2,19,7,2,6,4,0
2010,40.7423,-74.0042,2,0,2,0,3,4,0
2011,40.7511,-73.9792,1,15,7,2,0,7,0
2012,40.7269,-73.9801,1,23,2,0,3,1,0
2015,40.7542,-73.9891,0,15,7,2,3,4,0
2016,40.7502,-73.9866,3,0,7,2,4,4,0
2017,40.7546,-74.0071,2,7,7,0,0,4,0
2018,40.7587,-73.9728,3,15,7,2,2,7,0
2019,40.7225,-73.98,1,17,2,0,2,1,0
2020,40.6855,-73.9977,2,14,0,0,6,0,0
2021,40.7306,-73.9832,3,14,2,0,0,1,0
2022,40.755,-73.9844,1,16,7,2,1,7,0
2023,40.7603,-73.9762,2,16,7,2,2,7,0
2024,40.7577,-73.9888,3,11,7,2,4,7,0
2025,40.7639,-73.9738,2,12,7,2,4,7,0
2026,40.7243,-73.9795,3,6,2,0,0,1,0
2027,40.7738,-73.9639,1,15,1,2,5,2,0
2028,40.714,-74.0144,1,17,2,0,2,3,0
2029,40.7226,-73.983,3,16,2,0,2,1,0
2030,40.7623,-73.9683,4,18,7,2,4,7,0
2031,40.7024,-73.9867,1,19,0,0,4,0,0
2032,40.7519,-73.9947,2,21,7,2,1,4,0
2033,40.7613,-73.9792,2,14,7,2,2,7,0
2035,40.742,-73.981,1,8,7,2,4,1,0
2036,40.7015,-74.0113,2,19,2,0,3,3,0
2037,40.7587,-73.9693,2,19,7,2,0,7,0
2038,40.7321,-73.9851,3,8,2,0,4,1,0
2039,40.7366,-74.0311,1,22,2,0,4,3,0
2040,40.7602,-73.9737,2,16,7,2,0,7,0
2043,40.7709,-73.9634,3,6,1,2,5,2,0
2044,40.7214,-74.011,2,18,2,0,0,3,0
2045,40.7584,-73.9696,1,17,7,2,4,7,0
2046,40.7193,-73.9944,1,16,2,0,2,1,0
2047,40.757,-73.9687,2,20,7,2,4,7,0
2048,40.7068,-74.0095,0,21,2,0,0,3,0
2049,40.7609,-73.9964,1,14,7,2,4,4,0
2050,40.7779,-73.954,1,16,1,2,4,2,0
2051,40.7574,-73.9607,1,15,7,2,2,2,0
2052,40.7608,-73.9903,1,19,7,2,1,7,0
2053,40.7456,-73.9822,1,10,7,2,2,4,0
2054,40.754,-73.9819,2,10,7,2,4,7,0
2055,40.7367,-73.9787,2,17,7,0,4,1,0
2057,40.774,-73.9506,3,8,1,2,2,2,0
2058,40.7447,-73.9933,1,19,7,2,1,4,0
2059,40.7262,-74.0017,3,4,2,0,1,3,0
2060,40.7416,-73.9898,2,15,7,2,3,4,0
2061,40.7227,-73.979,2,17,2,0,4,1,0
2062,40.7406,-74.0057,0,14,2,0,0,4,0
2063,40.7897,-73.9799,2,9,1,2,6,6,0
2064,40.7773,-73.989,3,22,7,2,4,7,0
2065,40.7703,-73.9576,1,8,1,2,4,2,0
